PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP
10.61,22.57,9.65,24.45,37.38,13.79,8.15,0.72,21.37,0.41,1.44,1.65,0.86,93.25,0.79,266.64,87.71,779.67
12.07,25.68,9.61,24.43,37.45,13.86,7.96,0.73,21.8,0.41,1.45,1.65,0.89,93.25,0.84,266.33,92.2,780.05
12.8,27.24,9.62,24.43,37.45,13.81,8,0.75,21.19,0.41,1.42,1.69,0.88,88.73,1.08,278.04,179.62,779.8
11.81,25.13,9.62,24.41,37.46,13.87,8.01,0.73,21.6,0.41,1.44,1.66,0.87,80.02,0.69,275.75,131.09,779.3
12.75,27.11,9.72,24.41,37.43,13.89,8.42,0.72,21.23,0.42,1.44,1.71,0.87,73.55,0.86,304.86,195.57,779.42
11.5,24.47,9.7,24.45,37.36,13.86,8.35,0.74,20.76,0.42,1.47,1.68,0.88,73.91,0.78,278.17,102.44,779.05
10.37,22.07,9.68,24.53,37.4,13.85,8.26,0.74,21.01,0.41,1.47,1.68,0.87,83.81,0.89,277.83,60.28,778.67
12.26,26.07,9.64,24.39,37.42,13.81,8.11,0.73,20.48,0.41,1.41,1.73,0.88,92.95,0.74,284.43,30.91,778.17
16.92,35.99,9.63,24.48,37.43,13.79,8.07,0.74,20.65,0.41,1.43,1.68,0.87,93.25,0.71,247.81,34.98,778.35
15.43,32.84,9.64,24.37,37.39,13.81,8.11,0.75,21.26,0.4,1.46,1.67,0.88,93.25,0.93,194.85,36.16,778.92
13.14,27.96,9.7,24.44,37.39,13.82,8.34,0.73,22.09,0.41,1.44,1.75,0.87,93.25,0.95,224.01,35.96,778.8
13.04,27.74,9.69,24.46,37.4,13.84,8.3,0.75,21.21,0.41,1.45,1.67,0.89,93.25,0.83,98.69,38.7,778.7
10.22,21.75,9.64,24.42,37.38,13.87,8.12,0.73,22.11,0.4,1.45,1.65,0.9,93.25,0.79,134.6,39.8,778.8
11.01,23.41,9.68,24.34,37.44,13.86,8.27,0.73,22.14,0.41,1.47,1.67,0.89,93.25,1.15,223.01,35.96,778.82
12.18,25.91,9.64,24.39,37.48,13.85,8.09,0.74,22.18,0.42,1.4,1.65,0.86,93.25,0.86,236.25,35.87,778.8
10.04,21.37,9.7,24.47,37.47,13.79,7.33,0.75,21.96,0.4,1.47,1.72,0.9,93.25,0.92,250.21,32.63,778.65
7.88,16.77,9.7,24.38,37.48,13.85,8.36,0.74,21.61,0.41,1.46,1.66,0.84,93.25,0.62,257.73,33.28,778.48
7.31,15.55,9.64,24.48,37.46,13.79,8.12,0.74,21.55,0.41,1.43,1.68,0.89,93.25,0.97,240.98,31.76,778.48
6.84,14.56,9.67,24.48,37.44,13.86,8.21,0.75,22.82,0.41,1.46,1.67,0.87,93.25,0.51,177.56,33.68,778.4
6.78,14.42,9.67,24.4,37.34,13.82,8.21,0.72,22.04,0.41,1.49,1.65,0.88,93.25,0.91,244.47,30.98,778.57
7.87,16.73,9.64,24.38,37.43,13.84,8.11,0.74,22.12,0.41,1.42,1.62,0.88,93.25,0.8,196.82,27.95,778.7
7.85,16.7,9.63,24.38,37.41,13.85,8.03,0.75,18.44,0.42,1.45,1.62,0.87,93.25,0.98,241.74,25.38,778.28
8.96,19.06,9.6,24.41,37.43,13.85,7.92,0.75,22,0.41,1.46,1.66,0.88,93.25,0.66,262.57,25.06,778.42
10.56,22.46,9.66,24.49,37.44,13.9,8.18,0.74,21.67,0.41,1.48,1.71,0.9,93.25,0.89,246.57,8.97,778.48
10.92,23.23,9.68,24.39,37.37,13.88,8.24,0.73,21.12,0.41,1.47,1.67,0.88,93.25,0.9,250.31,None,778.42
10.56,22.46,9.67,24.45,37.48,13.8,8.23,0.74,21.66,0.41,1.43,1.7,0.9,93.25,0.94,269.61,None,778.35
13.08,27.82,9.66,24.39,37.49,13.87,8.2,0.75,20.57,0.41,1.46,1.65,0.91,93.25,0.81,279.31,22.32,778.38
16.46,35.03,9.68,24.44,37.45,13.86,8.26,0.74,21.52,0.4,1.43,1.61,0.89,93.17,0.65,301.68,107.33,778.5
16.8,35.74,9.61,24.44,37.44,13.85,7.95,0.74,21.52,0.41,1.46,1.65,0.87,86.79,0.83,291.3,109.68,778.4
16.2,34.46,9.66,24.48,37.43,13.84,8.19,0.73,20.91,0.41,1.44,1.65,0.89,81.9,0.66,285.02,147.4,778.43
17.47,37.17,9.68,24.44,37.44,13.82,8.26,0.72,21.71,0.42,1.44,1.63,0.86,78.91,1.1,228.96,139.52,778.33
16.58,35.27,9.7,24.44,37.44,13.9,8.37,0.73,21.31,0.4,1.48,1.7,0.92,79.69,1.05,239.48,84.72,778.3
13.16,28,9.57,24.44,37.39,13.81,7.81,0.73,20.73,0.41,1.44,1.7,0.87,83.32,1.04,248.66,28.31,778.1
10.53,22.4,9.65,24.43,37.41,13.87,8.13,0.75,20.98,0.42,1.45,1.66,0.86,89.96,0.86,199.86,29.73,778.33
10.68,22.73,9.61,24.5,37.4,13.82,7.97,0.75,21.37,0.42,1.44,1.62,0.89,93.25,0.85,236.87,33.04,778.3
8.88,18.9,9.65,24.47,37.46,13.87,8.12,0.73,21.62,0.4,1.45,1.67,0.86,93.25,0.77,235.08,37.05,778.38
7.22,15.35,9.66,24.4,37.47,13.86,8.2,0.75,21.59,0.41,1.42,1.7,0.89,93.25,0.87,189.73,37.84,778.3
7.35,15.63,9.71,24.46,37.52,13.95,8.4,0.76,21.42,0.41,1.46,1.67,0.89,93.25,1.12,211.31,36.5,778.38
8.53,18.14,9.65,24.41,37.39,13.88,8.13,0.72,21.56,0.4,1.48,1.67,0.86,93.25,0.76,216.74,32.98,778.3
9.38,19.95,9.61,24.45,37.39,13.89,6.99,0.75,21.72,0.41,1.46,1.67,0.9,93.25,0.57,251.76,30.2,778.3
9.36,19.92,9.62,24.51,37.39,13.76,8,0.73,21.47,0.4,1.46,1.62,0.87,93.25,0.41,252.6,28.04,778.22
8.51,18.1,9.62,24.39,37.5,13.76,7.99,0.74,21.63,0.42,1.48,1.64,0.89,93.25,0.93,275.06,27.39,778.2
7.92,16.85,9.62,24.46,37.38,13.86,8.01,0.75,21.31,0.41,1.44,1.66,0.88,93.25,0.77,249.53,26.51,778.2
8.16,17.36,9.62,24.49,37.38,13.82,8,0.74,21.57,0.41,1.48,1.61,0.87,93.25,0.6,258.72,21.32,778.15
8.85,18.84,9.65,24.44,37.44,13.82,8.15,0.74,21.43,0.41,1.47,1.65,0.85,93.25,1.01,236.09,21.16,778.15
8.85,18.82,9.69,24.48,37.42,13.84,8.32,0.75,21.64,0.42,1.43,1.66,0.85,93.25,1,248.77,22.41,778.2
9.43,20.07,9.6,24.4,37.4,13.89,7.93,0.73,21.64,0.42,1.45,1.61,0.9,93.25,0.92,261.05,22.61,778.15
11.07,23.54,9.64,24.42,37.47,13.87,8.13,0.74,21.42,0.41,1.43,1.66,0.87,93.25,1.09,251.86,17.65,778
15.16,32.26,9.65,24.44,37.36,13.83,8.17,0.74,21.72,0.41,1.46,1.65,0.89,93.25,0.83,264.44,77.3,778.55
15.48,32.95,9.64,24.5,37.47,13.82,7.82,0.75,20,0.41,1.46,1.69,0.92,93.25,0.69,307.91,158.61,778
16.29,34.65,9.55,24.49,37.36,13.86,8.24,0.74,21.48,0.41,1.44,1.69,0.89,91.05,0.8,261.77,206.31,778.75
14.29,30.41,9.67,24.49,37.39,13.75,8.01,0.73,14.53,0.41,1.46,1.65,0.92,78.45,0.69,281.16,204.67,778.6
13.71,29.16,9.7,24.45,37.46,13.87,8.01,0.73,21.99,0.41,1.42,1.69,0.83,75.48,0.81,264.47,288.68,778.75
13.96,29.7,9.61,24.47,37.45,13.82,8.37,0.72,22.13,0.41,1.44,1.66,0.9,70.25,0.78,259.72,350.22,778.67
13.15,27.97,9.67,24.43,37.42,13.8,7.81,0.73,20.42,0.41,1.47,1.69,0.86,70.33,0.9,237.94,147.52,778.67
11.42,24.3,9.6,24.47,37.38,13.75,8.13,0.73,21.37,0.41,1.45,1.68,0.9,68.95,0.81,246.14,96.93,777.95
12.46,26.51,9.63,24.42,37.38,13.86,8.13,0.75,21.91,0.41,1.47,1.63,0.9,68.08,1.03,237.61,91.98,777.33
11.45,24.36,9.61,24.37,37.39,13.86,8.24,0.75,21.29,0.41,1.45,1.64,0.9,73.07,0.96,239.7,65.2,778.32
12.71,27.04,9.62,24.5,37.45,13.9,8.03,0.74,21.44,0.41,1.47,1.68,0.89,76.53,1.3,220.08,80.25,778.9
13.68,29.11,9.63,24.44,37.47,13.9,8.48,0.75,21.77,0.41,1.44,1.62,0.87,83.1,1.08,245.05,63.77,778.9
13.19,28.07,9.6,24.39,37.45,13.84,8.11,0.73,22.04,0.41,1.47,1.67,0.89,83.11,0.94,255.59,66.95,778.62
12.38,26.34,9.62,24.44,37.33,13.83,8.11,0.73,21.03,0.41,1.43,1.63,0.89,87.41,0.99,259.86,69.75,778.43
12.62,26.85,9.67,24.4,37.43,13.87,7.95,0.74,21.63,0.41,1.43,1.66,0.93,93.06,0.99,255.43,57.45,778.5
13.33,28.37,9.66,24.45,37.39,13.84,7.17,0.74,21.55,0.42,1.44,1.62,0.85,93.25,1.07,246.51,41.89,778.6
12.33,26.24,9.75,24.33,37.42,13.8,7.9,0.75,21.55,0.41,1.44,1.64,0.91,93.25,0.91,249.43,40.8,778.67
11.25,23.93,9.64,24.41,37.49,13.9,8.13,0.74,21.57,0.42,1.47,1.65,0.88,93.25,1.18,222.94,41.65,778.72
8.19,17.42,9.64,24.44,37.4,13.87,8.04,0.74,21.94,0.42,1.45,1.69,0.89,93.25,0.9,246.58,42.84,778.7
6.59,14.02,9.63,24.43,37.42,13.88,8.1,0.73,21.57,0.42,1.46,1.65,0.9,93.25,1.13,235.34,44.19,778.7
6.98,14.84,9.68,24.52,37.5,13.77,8.05,0.75,21.23,0.41,1.46,1.67,0.88,93.25,0.81,230.79,42.34,778.7
6.58,13.99,9.57,24.38,37.51,13.91,8.51,0.73,21.29,0.41,1.48,1.69,0.91,93.25,1.26,225.6,47.45,778.7
6.21,13.21,9.66,24.42,37.37,13.84,8.53,0.73,21.6,0.41,1.43,1.68,0.86,93.25,1.29,230.5,53.55,778.65
7.11,15.12,9.68,24.5,37.44,13.84,8.23,0.74,21.19,0.41,1.44,1.69,0.87,93.25,0.82,277.42,75.07,778.7
7.52,16,9.66,24.46,37.43,13.83,8.29,0.75,21.8,0.4,1.43,1.63,0.89,93.25,1.13,240.11,90.16,778.67
8.46,18,9.65,24.44,37.42,13.79,7.86,0.75,21.01,0.41,1.44,1.68,0.88,88.53,1.11,223.82,123.21,778.55
7.97,16.98,9.68,24.46,37.41,13.88,8,0.74,22.7,0.41,1.48,1.68,0.84,81.88,1.01,241.65,184.56,778.45
6.29,13.39,9.68,24.29,37.39,13.91,8.75,0.76,23.03,0.43,1.41,1.65,0.94,77.37,0.97,251.01,110.53,778.4
None,None,9.66,24.37,37.43,13.83,8.18,0.74,16.23,0.41,1.45,1.63,0.88,79.4,1,254.82,175.1,778.58
None,None,9.61,24.39,37.4,13.83,8.02,0.74,17.63,0.41,1.47,1.62,0.88,76.73,0.7,258.13,180.36,778.53
None,None,9.59,24.41,37.34,13.87,7.87,0.74,21.62,0.41,1.46,1.65,0.88,72.57,1.1,233.28,97.47,777.4
None,None,9.67,24.43,37.51,13.88,8.23,0.74,22.06,0.41,1.46,1.68,0.89,72.5,1.02,238.19,65.77,777.07
None,None,9.67,24.43,37.48,13.84,8.23,0.74,21.21,0.41,1.42,1.7,0.9,81.11,1.45,255.06,25.17,777.02
None,None,9.62,24.48,37.58,13.87,7.95,0.75,15.76,0.4,1.46,1.69,0.85,93.25,1.19,279.8,30.34,776.95
None,None,9.7,24.45,37.38,13.81,8.4,0.73,21.14,0.41,1.47,1.67,0.85,93.25,0.6,217.38,40.15,777
None,None,9.59,24.44,37.49,13.88,8.16,0.75,21.49,0.4,1.43,1.68,0.86,93.25,0.72,206.91,36.02,777.05
None,None,9.62,24.38,37.47,13.88,8.08,0.74,21.47,0.41,1.45,1.66,0.86,93.25,0.74,236.37,32.62,777.08
None,None,9.66,24.42,37.39,13.82,7.87,0.72,21.34,0.41,1.46,1.71,0.88,93.25,0.82,248.14,17,777.17
None,None,9.66,24.43,37.47,13.81,8.34,0.75,21.74,0.42,1.46,1.68,0.88,93.25,0.99,241.97,10.13,777.35
None,None,9.66,24.4,37.41,13.88,7.2,0.75,21.87,0.42,1.43,1.67,0.88,93.25,0.76,247.53,None,777.73
None,None,9.64,24.47,37.43,13.82,8.09,0.73,21.61,0.4,1.45,1.7,0.89,93.25,1.18,239.93,None,777.88
None,None,9.64,24.44,37.41,13.82,7.86,0.73,21.59,0.42,1.48,1.66,0.85,93.25,0.93,237.89,None,777.9
None,None,9.58,24.41,37.41,13.94,7.88,0.74,21.4,0.41,1.46,1.69,0.88,93.25,0.91,240.09,None,777.73
None,None,9.63,24.37,37.44,13.9,8.14,0.74,21.52,0.41,1.45,1.68,0.87,93.25,1.12,238.48,None,777.02
None,None,9.69,24.37,37.46,13.84,8,0.74,21.27,0.41,1.44,1.63,0.88,93.25,1.05,239.43,1.38,777.1
None,None,9.67,24.47,37.49,13.84,8.33,0.74,21.22,0.41,1.44,1.62,0.89,93.25,1.01,233.74,8.14,777.07
None,None,9.61,24.39,37.36,13.83,8.03,0.75,21.88,0.41,1.44,1.71,0.88,93.25,0.85,242.22,3.21,777.1
None,None,9.62,24.47,37.4,13.96,8.1,0.74,19.32,0.41,1.48,1.67,0.94,93.25,0.76,285,55.12,777.57
None,None,9.66,24.49,37.41,13.85,8.11,0.72,21.15,0.41,1.44,1.67,0.86,93.25,0.92,284.02,100.48,777.72
None,None,9.67,24.48,37.47,13.9,8.08,0.74,21.94,0.42,1.4,1.68,0.85,91.72,0.85,270.37,115.09,777.57
None,None,9.68,24.45,37.29,13.93,8.09,0.71,15.4,0.41,1.43,1.72,0.92,81.85,0.72,263.65,146.72,776.67
None,None,9.6,24.46,37.4,13.78,7.86,0.75,20.74,0.41,1.43,1.67,0.9,81.25,0.86,249.45,98.84,776.55
None,None,9.62,24.39,37.42,13.87,8.03,0.73,21.88,0.42,1.47,1.68,0.89,77.43,0.83,278.35,253.25,776.17
12.83,27.3,9.65,24.43,37.43,13.87,8.12,0.75,23.96,0.42,1.48,1.66,0.86,77.82,0.99,234.62,166.99,777.83
12.44,26.48,9.66,24.38,37.45,13.9,7.94,0.75,23.39,0.42,1.44,1.63,0.84,75.01,0.79,267.35,119.56,777.32
None,24.05,9.7,24.61,37.54,13.9,8.15,0.71,22.1,0.38,1.5,1.69,0.88,76.72,0.91,238.89,146.18,777.75
None,21.47,9.61,24.64,37.8,13.88,8,0.73,14.46,0.41,1.5,1.63,0.86,77.6,0.94,248.3,91.95,778.1
None,18.25,9.68,24.72,37.81,13.88,8.27,0.75,21,0.42,1.41,1.67,0.9,80.2,1.21,239,88.5,777.88
None,14.69,9.69,24.74,37.8,13.85,8.33,0.75,21.75,0.41,1.45,1.73,0.87,88.01,0.95,236.91,65.65,777.12
None,16.79,9.64,24.66,37.79,13.79,8.09,0.74,21.86,0.39,1.44,1.71,0.85,92.06,0.99,246.62,44.49,776.85
None,19.66,9.62,24.63,37.86,13.9,8.01,0.74,22.29,0.42,1.45,1.66,0.87,93.15,0.89,234.51,43.95,777.38
None,21.41,9.63,24.64,37.88,13.83,8.06,0.74,22.11,0.41,1.48,1.64,0.88,93.25,0.86,241.15,49.55,777.2
None,21.32,9.71,24.63,37.79,13.87,8.39,0.73,21.14,0.42,1.46,1.7,0.89,93.25,0.89,248.27,54.42,777.3
None,19.23,9.7,24.61,37.85,13.91,7.26,0.75,21.8,0.41,1.48,1.69,0.85,93.25,0.89,257.52,44.48,777.65
None,18.19,9.66,24.64,37.78,13.88,8.21,0.74,21.7,0.41,1.45,1.69,0.89,93.25,0.91,273.12,46.1,780.2
None,14.88,9.63,24.65,37.91,13.83,8.05,0.74,21.15,0.4,1.44,1.67,0.93,93.25,0.96,254.24,42.08,780.15
None,14.72,9.73,24.67,37.85,13.84,8.48,0.73,21.72,0.42,1.43,1.63,0.88,93.25,0.83,252.14,40.87,778.3
None,14.29,9.63,24.6,37.84,13.89,8.04,0.73,21.43,0.41,1.46,1.66,0.9,93.25,0.89,265.63,42.81,778.55
None,15.94,9.64,24.63,37.79,13.8,8.12,0.72,21.46,0.41,1.47,1.63,0.88,93.25,0.86,253.24,39.87,778.62
None,15.3,9.7,24.66,37.85,13.74,8.35,0.75,21.68,0.42,1.46,1.67,0.92,93.25,1.14,240.11,46.36,778.3
None,16.96,9.67,24.72,37.84,13.85,8.21,0.71,21.8,0.42,1.43,1.71,0.85,93.25,0.85,266.09,50.58,778.1
None,20.25,9.59,24.66,37.84,13.88,7.88,0.74,21.3,0.41,1.44,1.7,0.92,93.25,1.32,219.16,61.66,778.9
None,23.25,9.6,24.61,37.81,13.81,7.91,0.74,21.4,0.41,1.48,1.68,0.86,93.21,1.2,239.62,90.41,779.78
None,23.97,9.66,24.61,37.83,13.83,8.21,0.73,22.78,0.41,1.46,1.69,0.88,88.92,0.89,242.17,124.1,779.6
None,22.64,9.65,24.61,37.84,13.92,8.19,0.75,22.98,0.42,1.42,1.67,0.84,81.86,0.85,244.75,175.61,779.55
None,23,9.59,24.62,37.84,13.85,8.34,0.76,23.6,0.41,1.42,1.67,0.85,72.74,0.85,268.68,125.41,779.02
None,23.1,9.66,24.62,37.8,13.78,7.99,0.74,22.41,0.42,1.46,1.69,0.92,66.85,0.78,274.64,452.14,777.5
8.16,28.02,9.62,24.64,37.84,13.85,8.15,0.75,24.69,0.42,1.48,1.68,0.87,64.69,0.87,273.98,268.07,777
18.09,112.7,9.66,24.58,37.79,13.81,7.99,0.73,24,0.41,1.43,1.67,0.89,65.7,0.82,248.43,85.94,776.45
20.23,182.09,9.66,24.66,37.8,13.84,8.06,0.74,22.86,0.42,1.47,1.71,0.9,64.71,0.59,277.84,63.55,776.58
20.06,22.67,9.57,24.66,37.84,13.83,8.01,0.72,21.32,0.42,1.47,1.65,0.91,70.42,0.95,249.79,35.3,776.67
20.18,25.51,9.68,24.63,37.84,13.88,8.22,0.74,22.09,0.41,1.47,1.7,0.92,92.93,0.82,250.58,31.96,775.88
20.32,43.44,9.64,24.66,37.83,13.78,8.2,0.74,21.67,0.41,1.44,1.62,0.9,93.25,0.89,250.37,30.44,775.9
20.14,41.73,9.64,24.71,37.8,13.79,8.18,0.73,21.91,0.42,1.44,1.68,0.9,93.25,1.08,231.45,18.68,775.85
20.2,39.41,9.69,24.67,37.83,13.83,7.92,0.74,21.83,0.41,1.41,1.64,0.87,93.25,0.93,227.89,3.71,775.55
20.17,35.17,9.66,24.68,37.79,13.76,8.22,0.73,21.89,0.42,1.44,1.71,0.87,91.1,0.89,246.16,2.77,775.58
20.18,24.21,9.62,24.7,37.8,13.92,7.94,0.74,22.07,0.41,1.45,1.65,0.9,33.75,0.68,262.22,None,775.7
20.24,33.52,9.69,24.72,37.8,13.86,7.16,0.74,22.31,0.41,1.45,1.58,0.91,33.75,0.93,249.85,None,775.67
20.24,32.76,9.72,24.63,37.82,13.84,8.04,0.73,21.6,0.41,1.47,1.66,0.89,33.75,0.71,265.1,19.43,775.5
20.22,29.76,9.71,24.71,37.84,13.82,8.04,0.75,22.18,0.41,1.44,1.68,0.88,33.75,0.61,241.09,35.88,775.52
20.18,25.25,9.67,24.65,37.89,13.81,8.04,0.74,21.56,0.42,1.44,1.67,0.87,33.75,0.83,240.2,35.2,775.52
20.21,22.38,9.7,24.64,37.8,13.84,8.32,0.73,21.7,0.41,1.4,1.66,0.92,33.75,0.84,244.67,35.13,775.43
20.2,28.12,9.68,24.61,37.82,13.83,8.21,0.76,21.85,0.42,1.45,1.64,0.88,33.75,0.89,240.39,40.32,775.45
20.12,34.38,9.62,24.62,37.81,13.9,8.29,0.73,22.03,0.42,1.42,1.69,0.88,33.75,0.93,246.98,47,775.4
20.16,32.53,9.65,24.7,37.82,13.89,7.84,0.76,22.55,0.41,1.44,1.68,0.85,33.75,0.85,260.53,54.98,775.4
20.11,25.21,9.59,24.59,37.8,13.81,7.93,0.73,22.04,0.4,1.43,1.67,0.86,33.75,0.83,256.52,83.77,775.4
20.14,28.88,9.64,24.62,37.89,13.87,8.39,0.73,21.96,0.41,1.46,1.7,0.89,33.75,0.85,257.26,109.47,775.4
20.1,27.85,9.6,24.67,37.83,13.84,8.02,0.74,22.23,0.42,1.44,1.66,0.89,33.75,0.76,260.4,148.17,775.53
20.14,32.46,9.63,24.61,37.81,13.91,7.84,0.74,21.45,0.42,1.46,1.64,0.89,33.75,0.86,232.42,226.73,776.33
20.16,28.64,9.65,24.62,37.92,13.8,8.17,0.74,21.5,0.41,1.46,1.66,0.85,33.75,0.84,258.9,232.52,776.62
20.11,22.8,9.61,24.55,37.82,13.79,8.36,0.74,21.6,0.4,1.48,1.64,0.88,33.75,1,226.78,183.07,776.72
20.15,25.27,9.63,24.68,37.83,13.91,8.32,0.74,21.4,0.41,1.47,1.62,0.84,33.75,1.33,224.78,155.21,777.95
None,None,9.61,24.65,37.76,13.92,8.48,0.72,19.23,0.42,1.46,1.65,0.86,75.72,1.06,234.52,67.92,779.33
20.11,31.05,9.63,24.7,37.77,13.81,8.1,0.73,21.65,0.42,1.44,1.74,0.9,73.3,0.88,242.48,60.38,778.95
20.1,30.29,9.61,24.63,37.88,13.83,8.23,0.73,21.56,0.4,1.45,1.66,0.85,73.68,1.11,227.64,43.23,779.45
None,None,9.64,24.63,37.88,13.9,7.93,0.72,22.54,0.42,1.46,1.71,0.88,91.6,1.02,245.17,10.78,780.3
20.12,24.88,9.65,24.73,37.81,13.89,8.19,0.73,21.41,0.41,1.45,1.68,0.83,93.25,0.94,233.74,3.2,787.88
20.23,24.09,9.71,24.72,37.81,13.8,8.16,0.75,21.61,0.42,1.44,1.69,0.86,93.25,1.45,222.82,53.97,793.85
20.18,22.3,9.67,24.65,37.8,13.87,8.25,0.75,19.9,0.41,1.46,1.71,0.89,93.25,1.16,241.99,48.04,806.08
20.19,22.02,9.68,24.61,37.81,13.8,8.21,0.74,20.82,0.42,1.45,1.67,0.89,93.25,1.04,232.06,38.18,811.93
20.2,20.98,9.68,24.59,37.8,13.78,7.9,0.72,21.29,0.4,1.44,1.71,0.86,93.25,0.85,246.41,36.09,807.47
20.05,22.21,9.56,24.69,37.77,13.87,7.05,0.73,21.87,0.42,1.46,1.67,0.91,93.25,0.71,258.44,36.1,817.4
20.2,24.08,9.69,24.68,37.81,13.86,7.92,0.72,22.44,0.41,1.48,1.68,0.88,93.25,0.82,252.07,35.89,807.5
20.21,25.64,9.69,24.58,37.81,13.79,8.43,0.73,21.96,0.41,1.44,1.65,0.87,93.25,1.07,232.33,37.04,804
20.15,21.86,9.64,24.6,37.87,13.85,8.05,0.73,21.61,0.41,1.46,1.65,0.86,93.25,1.26,229.48,41.34,804.98
20.11,22.43,9.61,24.56,37.92,13.85,8.08,0.74,21.98,0.41,1.44,1.66,0.9,93.25,1.09,230.02,42.15,804.33
20.12,21.39,9.62,24.62,37.81,13.88,8.32,0.74,21.56,0.42,1.46,1.71,0.9,93.25,1.08,233.67,43.97,800
20.19,21.82,9.68,24.66,37.8,13.84,8.39,0.73,21.19,0.41,1.45,1.65,0.88,93.25,1.17,230.09,47.3,806.98
20.23,22.33,9.68,24.64,37.78,13.84,8.5,0.73,21.84,0.41,1.45,1.67,0.9,93.25,1,244.45,60.25,810.63
20.15,23.94,9.64,24.6,37.82,13.82,7.81,0.75,22.02,0.42,1.44,1.69,0.87,93.25,1.09,238.76,72.5,810.45
20.16,26.05,9.65,24.69,37.87,13.93,8.04,0.75,21.75,0.41,1.47,1.69,0.91,93.25,0.92,248.68,93.11,813.23
20.18,33.22,9.66,24.61,37.78,13.79,7.78,0.76,22.14,0.42,1.46,1.68,0.9,93.16,1.07,239.63,117.08,823.17
20.13,30.27,9.63,24.62,37.79,13.82,8.05,0.73,21.86,0.4,1.45,1.65,0.88,86.5,0.84,263.24,127.86,818.27
20.04,25.56,9.55,24.67,37.81,13.83,8.37,0.74,22.77,0.42,1.42,1.68,0.89,82.13,0.98,250,132.63,811.42
20.15,27.87,9.64,24.61,37.8,13.85,7.89,0.76,21.58,0.41,1.45,1.7,0.92,76.13,0.86,247.71,186.05,814
20.11,25.69,9.61,24.64,37.87,13.86,7.89,0.73,22.02,0.41,1.47,1.67,0.88,69.3,0.92,249.48,193.07,822.7
20.1,22.22,9.6,24.63,37.83,13.79,8.4,0.72,21.87,0.41,1.44,1.71,0.92,68.47,1.02,233.95,86.51,821.38
20.16,23.84,9.64,24.59,37.75,13.82,8.18,0.74,21.28,0.41,1.44,1.62,0.92,67.93,0.87,242.11,66.63,833.65
20.2,31.25,9.68,24.71,37.91,13.82,8.07,0.75,21.87,0.41,1.44,1.61,0.86,67.42,1.02,242.09,50.17,829.12
20.08,32.1,9.58,24.6,37.83,13.83,8.3,0.74,21.93,0.41,1.43,1.64,0.88,71.75,0.93,251.93,40.83,835.17
20.17,33.2,9.66,24.67,37.88,13.8,8.32,0.74,21.6,0.41,1.43,1.64,0.89,75.2,0.84,273.81,35.61,830.72
20.13,37.85,9.62,24.6,37.86,13.81,7.72,0.74,21.5,0.42,1.43,1.67,0.87,79.5,0.77,263.09,35.4,841.1
20.22,37.97,9.7,24.61,37.82,13.8,8.05,0.73,21.32,0.41,1.43,1.69,0.85,78.08,0.69,261.73,35.23,938.3
20.15,35.48,9.64,24.62,37.84,13.88,8.37,0.74,21.45,0.41,1.48,1.66,0.89,86.09,0.75,268.92,36.19,881.65
20.16,31.12,9.65,24.59,37.82,13.8,7.94,0.74,22.27,0.42,1.5,1.64,0.88,91.81,0.89,253.25,37.14,910.2
20.12,31.91,9.61,24.6,37.85,13.82,7.08,0.73,22.47,0.42,1.44,1.64,0.85,93.25,0.99,245.2,37.86,997.6
20.13,33.75,9.62,24.67,37.9,13.84,8.14,0.75,22.11,0.42,1.47,1.69,0.87,93.25,0.86,245.76,39.88,786.17
20.22,30.16,9.7,24.63,37.89,13.85,8.17,0.72,22.27,0.42,1.45,1.66,0.86,93.25,0.83,256.37,39.78,790.53
20.09,27.67,9.59,24.68,37.85,13.81,8.15,0.74,22.61,0.4,1.4,1.65,0.86,93.25,1.07,235.32,40.3,790.25
20.15,24.76,9.64,24.61,37.89,13.92,8.12,0.75,21.89,0.41,1.44,1.68,0.87,93.25,0.97,239.27,41.05,792.12
20.26,26.55,9.74,24.61,37.8,13.92,8.04,0.73,21.92,0.41,1.44,1.64,0.88,93.25,1.21,236.22,40.86,800.08
20.14,22.26,9.63,24.62,37.85,13.86,8.24,0.75,22.27,0.41,1.43,1.65,0.88,93.25,0.95,237.19,47.35,800.45
20.14,25.82,9.63,24.62,37.8,13.87,8.23,0.73,22.53,0.41,1.45,1.68,0.88,93.25,1.07,224.14,54.46,793.8
20.15,26.46,9.64,24.59,37.76,13.88,8.18,0.73,22.39,0.42,1.46,1.65,0.85,93.25,0.82,248.08,71.99,792.88
20.24,29.55,9.71,24.57,37.83,13.82,8.15,0.75,22.78,0.41,1.42,1.63,0.87,92.16,0.87,256.11,93.58,785.83
20.11,25.25,9.61,24.65,37.8,13.83,8.16,0.73,22.9,0.42,1.43,1.7,0.88,82.19,0.94,255.27,119.19,786.73
20.1,25.79,9.6,24.65,37.85,13.86,7.93,0.73,21.66,0.42,1.45,1.71,0.89,74.87,0.83,248.31,166.88,791.48
20.22,27.72,9.7,24.64,37.75,13.86,8.33,0.75,21.75,0.41,1.44,1.66,0.88,66.96,0.98,243.73,174.75,787.55
